time,FLOW,SALT,TEMP
1990-09-10T00:00:00Z,309854.29665,0,23.533122
1990-09-11T00:00:00Z,30011.46336,0,23.423562
1990-09-12T00:00:00Z,38802.222,0,23.433871
1990-09-13T00:00:00Z,24599.326425,0,23.237643
1990-09-14T00:00:00Z,559265.53725,0,22.890412
1990-09-15T00:00:00Z,6893.501535,0,22.511352
1990-09-16T00:00:00Z,0,0,22.064961
1990-09-17T00:00:00Z,0,0,21.825429
1990-09-18T00:00:00Z,0,0,21.286288
1990-09-19T00:00:00Z,0,0,21.080486
1990-09-20T00:00:00Z,0,0,20.88302
1990-09-21T00:00:00Z,617600.40795,0,20.580757
1990-09-22T00:00:00Z,0,0,19.969106
1990-09-23T00:00:00Z,0,0,19.301558
1990-09-24T00:00:00Z,0,0,18.797278
1990-09-25T00:00:00Z,0,0,18.514762
1990-09-26T00:00:00Z,0,0,18.462835
1990-09-27T00:00:00Z,0,0,18.411222
1990-09-28T00:00:00Z,0,0,18.243592
1990-09-29T00:00:00Z,0,0,17.983575
1990-09-30T00:00:00Z,0,0,17.769572
1990-10-01T00:00:00Z,0,0,17.474586
1990-10-02T00:00:00Z,0,0,17.197459
1990-10-03T00:00:00Z,307390.4619,0,17.059198
1990-10-04T00:00:00Z,54752.320875000005,0,16.723866
1990-10-05T00:00:00Z,48943.229595,0,16.679586
1990-10-06T00:00:00Z,112389.62406,0,16.784063
1990-10-07T00:00:00Z,82611.676665,0,16.347374
1990-10-08T00:00:00Z,31196.83836,0,15.93318
1990-10-09T00:00:00Z,258362.2461,0,15.436873
1990-10-10T00:00:00Z,1106491.8139499999,0,14.943668
1990-10-11T00:00:00Z,139435.83207,0,14.668105
1990-10-12T00:00:00Z,83124.04938,0,14.49886
1990-10-13T00:00:00Z,104147.761065,0,14.315625
1990-10-14T00:00:00Z,442455.70110000006,0,14.22627
1990-10-15T00:00:00Z,53003.837805,0,13.937046
1990-10-16T00:00:00Z,86440.716735,0,13.830291
1990-10-17T00:00:00Z,275079.0213,0,13.947236
1990-10-18T00:00:00Z,567931.1469,0,13.414878
1990-10-19T00:00:00Z,65045.07972,0,13.139948
1990-10-20T00:00:00Z,51679.402214999995,0,12.876938
1990-10-21T00:00:00Z,157906.7688,0,12.777702
1990-10-22T00:00:00Z,79961.66427000001,0,12.594595
1990-10-23T00:00:00Z,67999.872795,0,12.451996
1990-10-24T00:00:00Z,30699.128475,0,12.201792
1990-10-25T00:00:00Z,82641.58596,0,12.04686
1990-10-26T00:00:00Z,26357.38422,0,11.820364
1990-10-27T00:00:00Z,0,0,11.571295
1990-10-28T00:00:00Z,0,0,11.299793
1990-10-29T00:00:00Z,11654.1632565,0,11.047948
1990-10-30T00:00:00Z,107971.61781,0,11.059339
1990-10-31T00:00:00Z,126323.58453000001,0,11.014655
1990-11-01T00:00:00Z,149872.209975,0,10.934733
1990-11-02T00:00:00Z,143678.89224,0,11.000796
1990-11-03T00:00:00Z,376709.022,0,10.983394
1990-11-04T00:00:00Z,595665.0528,0,10.713143
1990-11-05T00:00:00Z,387032.86695,0,10.426044
1990-11-06T00:00:00Z,114851.338005,0,10.257397
1990-11-07T00:00:00Z,102946.58254500001,0,9.964669
1990-11-08T00:00:00Z,51879.693569999996,0,9.608413
1990-11-09T00:00:00Z,294795.5025,0,9.423097
1990-11-10T00:00:00Z,43921.078095000004,0,9.163257
1990-11-11T00:00:00Z,42152.919645,0,8.825881
1990-11-12T00:00:00Z,32643.520859999997,0,8.5139030000000009
1990-11-13T00:00:00Z,84165.15999,0,8.308883
1990-11-14T00:00:00Z,66742.50343499999,0,8.129519
1990-11-15T00:00:00Z,120736.873635,0,8.093918
1990-11-16T00:00:00Z,97817.239275,0,8.060057
1990-11-17T00:00:00Z,83617.73478,0,7.848936
1990-11-18T00:00:00Z,58601.13114,0,7.68717
1990-11-19T00:00:00Z,107936.63678999999,0,7.593632
1990-11-20T00:00:00Z,133699.0038,0,7.488142
1990-11-21T00:00:00Z,679845.3876,0,7.604428
1990-11-22T00:00:00Z,78486.97305,0,7.463944
1990-11-23T00:00:00Z,0,0,7.191619
1990-11-24T00:00:00Z,60113.72824499999,0,6.934675
1990-11-25T00:00:00Z,68428.283805,0,6.732686
1990-11-26T00:00:00Z,102998.11984500001,0,6.559565
1990-11-27T00:00:00Z,800965.87725,0,6.731512
1990-11-28T00:00:00Z,159200.74844999998,0,6.427215
1990-11-29T00:00:00Z,68806.34199,0,6.112767
1990-11-30T00:00:00Z,10543.5519855,0,5.784997
1990-12-01T00:00:00Z,75282.8649,0,5.595958
1990-12-02T00:00:00Z,58857.164894999994,0,5.316429
1990-12-03T00:00:00Z,2412135.315,0,4.961847
1990-12-04T00:00:00Z,12262.7439705,0,4.531751
1990-12-05T00:00:00Z,35305.0725,0,4.196245
1990-12-06T00:00:00Z,52902.07384499999,0,3.865378
1990-12-07T00:00:00Z,51021.521745,0,3.593123
1990-12-08T00:00:00Z,98943.980985,0,0.977854
1990-12-09T00:00:00Z,109209.395445,0,3.211745
1990-12-10T00:00:00Z,125903.26851,0,0.89
1990-12-11T00:00:00Z,130934.16417,0,0.066541
1990-12-12T00:00:00Z,140389.71582,0,2.828777
1990-12-13T00:00:00Z,118527.71946000001,0,2.252538
1990-12-14T00:00:00Z,124560.829635,0,2.567668
1990-12-15T00:00:00Z,550514.3955,0,2.422777
1990-12-16T00:00:00Z,123593.67532499999,0,2.088275
1990-12-17T00:00:00Z,404801.814,0,0.270208
1990-12-18T00:00:00Z,194561.62845,0,1.009088
