Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms
2017-05-06 ,276,7.815449659
2017-05-07 ,273,7.73049912
2017-05-08 ,271,7.673865426
2017-05-09 ,271,7.673865426
2017-05-10 ,270,7.64554858
2017-05-11 ,268,7.588914887
2017-05-12 ,267,7.56059804
2017-05-13 ,269,7.617231733
2017-05-14 ,269,7.617231733
2017-05-15 ,269,7.617231733
2017-05-16 ,267,7.56059804
2017-05-17 ,271,7.673865426
2017-05-18 ,265,7.503964347
2017-05-19 ,263,7.447330654
2017-05-20 ,267,7.56059804
2017-05-21 ,260,7.362380114
2017-05-22 ,260,7.362380114
2017-05-23 ,262,7.419013807
2017-05-24 ,260,7.362380114
2017-05-25 ,260,7.362380114
2017-05-26 ,258,7.305746421
2017-05-27 ,257,7.277429574
2017-05-28 ,260,7.362380114
2017-05-29 ,259,7.334063267
2017-05-30 ,256,7.249112728
2017-05-31 ,253,7.164162188
2017-06-01 ,253,7.164162188
2017-06-02 ,253,7.164162188
2017-06-03 ,253,7.164162188
2017-06-04 ,254,7.192479034
2017-06-05 ,253,7.164162188
2017-06-06 ,251,7.107528495
2017-06-07 ,252,7.135845341
2017-06-08 ,266,7.532281193
2017-06-09 ,257,7.277429574
2017-06-10 ,228,6.456241023
2017-06-11 ,226,6.39960733
2017-06-12 ,192,5.436834546
2017-06-13 ,168,4.757230227
2017-06-14 ,158,4.474061762
2017-06-15 ,150,4.247526989
2017-06-16 ,151,4.275843835
2017-06-17 ,149,4.219210142
2017-06-18 ,134,3.794457443
2017-06-19 ,128,3.624556364
2017-06-20 ,122,3.454655284
2017-06-21 ,120,3.398021591
2017-06-22 ,117,3.313071051
2017-06-23 ,127,3.596239517
2017-06-24 ,115,3.256437358
2017-06-25 ,114,3.228120511
2017-06-26 ,109,3.086536279
2017-06-27 ,104,2.944952046
2017-06-28 ,117,3.313071051
2017-06-29 ,117,3.313071051
2017-06-30 ,114,3.228120511
2017-07-01 ,113,3.199803665
2017-07-02 ,119,3.369704744
2017-07-03 ,158,4.474061762
2017-07-04 ,181,5.125349233
2017-07-05 ,251,7.107528495
2017-07-06 ,289,8.183568665
2017-07-07 ,290,8.211885512
2017-07-08 ,290,8.211885512
2017-07-09 ,292,8.268519205
2017-07-10 ,268,7.588914887
2017-07-11 ,241,6.824360029
2017-07-12 ,246,6.965944262
2017-07-13 ,237,6.711092642
2017-07-14 ,231,6.541191563
2017-07-15 ,232,6.569508409
2017-07-16 ,231,6.541191563
2017-07-17 ,235,6.654458949
2017-07-18 ,235,6.654458949
2017-07-19 ,245,6.937627415
2017-07-20 ,244,6.909310568
2017-07-21 ,269,7.617231733
2017-07-22 ,267,7.56059804
2017-07-23 ,274,7.758815966
2017-07-24 ,274,7.758815966
2017-07-25 ,277,7.843766506
2017-07-26 ,282,7.985350739
2017-07-27 ,279,7.900400199
2017-07-28 ,281,7.957033892
2017-07-29 ,281,7.957033892
2017-07-30 ,279,7.900400199
2017-07-31 ,274,7.758815966
2017-08-01 ,273,7.73049912
2017-08-02 ,273,7.73049912
2017-08-03 ,274,7.758815966
2017-08-04 ,273,7.73049912
2017-08-05 ,271,7.673865426
2017-08-06 ,268,7.588914887
2017-08-07 ,266,7.532281193
2017-08-08 ,266,7.532281193
2017-08-09 ,265,7.503964347
2017-08-10 ,264,7.4756475
2017-08-11 ,262,7.419013807
2017-08-12 ,264,7.4756475
2017-08-13 ,264,7.4756475
2017-08-14 ,260,7.362380114
2017-08-15 ,257,7.277429574
2017-08-16 ,271,7.673865426
2017-08-17 ,265,7.503964347
2017-08-18 ,261,7.390696961
2017-08-19 ,261,7.390696961
2017-08-20 ,258,7.305746421
2017-08-21 ,253,7.164162188
2017-08-22 ,255,7.220795881
2017-08-23 ,249,7.050894801
2017-08-24 ,244,6.909310568
2017-08-25 ,217,6.14475571
2017-08-26 ,191,5.408517699
2017-08-27 ,162,4.587329148
2017-08-28 ,144,4.077625909
2017-08-29 ,142,4.020992216
2017-08-30 ,145,4.105942756
2017-08-31 ,139,3.936041676
2017-09-01 ,142,4.020992216
2017-09-02 ,147,4.162576449
2017-09-03 ,160,4.530695455
2017-09-04 ,159,4.502378608
2017-09-05 ,156,4.417428068
2017-09-06 ,153,4.332477529
2017-09-07 ,152,4.304160682
2017-09-08 ,153,4.332477529
2017-09-09 ,154,4.360794375
2017-09-10 ,154,4.360794375
2017-09-11 ,152,4.304160682
2017-09-12 ,151,4.275843835
2017-09-13 ,153,4.332477529
2017-09-14 ,158,4.474061762
2017-09-15 ,160,4.530695455
2017-09-16 ,158,4.474061762
2017-09-17 ,150,4.247526989
2017-09-18 ,151,4.275843835
2017-09-19 ,152,4.304160682
2017-09-20 ,159,4.502378608
2017-09-21 ,140,3.964358523
2017-09-22 ,142,4.020992216
2017-09-23 ,143,4.049309063
2017-09-24 ,141,3.992675369
2017-09-25 ,130,3.681190057
2017-09-26 ,134,3.794457443
2017-09-27 ,133,3.766140597
2017-09-28 ,133,3.766140597
2017-09-29 ,131,3.709506904
2017-09-30 ,132,3.73782375
2017-10-01 ,122,3.454655284
2017-10-02 ,107,3.029902585
2017-10-03 ,104,2.944952046
2017-10-04 ,102,2.888318352
2017-10-05 ,102,2.888318352
2017-10-06 ,106,3.001585739
2017-10-07 ,109,3.086536279
2017-10-08 ,106,3.001585739
2017-10-09 ,99.1,2.806199497
2017-10-10 ,102,2.888318352
2017-10-11 ,105,2.973268892
2017-10-12 ,108,3.058219432
2017-10-13 ,110,3.114853125
2017-10-14 ,116,3.284754205
2017-10-15 ,116,3.284754205
2017-10-16 ,115,3.256437358
2017-10-17 ,117,3.313071051
2017-10-18 ,119,3.369704744
2017-10-19 ,118,3.341387898
2017-10-20 ,121,3.426338438
2017-10-21 ,123,3.482972131
2017-10-22 ,120,3.398021591
2017-10-23 ,122,3.454655284
2017-10-24 ,135,3.82277429
2017-10-25 ,149,4.219210142
2017-10-26 ,157,4.445744915
2017-10-27 ,180,5.097032387
2017-10-28 ,188,5.323567159
2017-10-29 ,188,5.323567159
2017-10-30 ,191,5.408517699
2017-10-31 ,213,6.031488324
2017-11-01 ,221,6.258023097
2017-11-02 ,215,6.088122017
2017-11-03 ,221,6.258023097
2017-11-04 ,225,6.371290483
2017-11-05 ,224,6.342973637
2017-11-06 ,221,6.258023097
2017-11-07 ,216,6.116438864
2017-11-08 ,218,6.173072557
2017-11-09 ,221,6.258023097
2017-11-10 ,219,6.201389404
2017-11-11 ,218,6.173072557
2017-11-12 ,214,6.059805171
2017-11-13 ,213,6.031488324
2017-11-14 ,227,6.427924176
2017-11-15 ,222,6.286339943
2017-11-16 ,205,5.804953551
2017-11-17 ,204,5.776636705
2017-11-18 ,206,5.833270398
2017-11-19 ,206,5.833270398
2017-11-20 ,205,5.804953551
2017-11-21 ,206,5.833270398
2017-11-22 ,202,5.720003012
2017-11-23 ,203,5.748319858
2017-11-24 ,205,5.804953551
2017-11-25 ,205,5.804953551
2017-11-26 ,203,5.748319858
2017-11-27 ,203,5.748319858
2017-11-28 ,192,5.436834546
2017-11-29 ,177,5.012081847
2017-11-30 ,178,5.040398693
2017-12-01 ,173,4.89881446
2017-12-02 ,175,4.955448154
2017-12-03 ,175,4.955448154
2017-12-04 ,157,4.445744915
2017-12-05 ,147,4.162576449
2017-12-06 ,158,4.474061762
2017-12-07 ,178,5.040398693
2017-12-08 ,168,4.757230227
2017-12-09 ,175,4.955448154
2017-12-10 ,172,4.870497614
2017-12-11 ,172,4.870497614
2017-12-12 ,161,4.559012301
2017-12-13 ,159,4.502378608
2017-12-14 ,130,3.681190057
2017-12-15 ,167,4.728913381
2017-12-16 ,157,4.445744915
2017-12-17 ,154,4.360794375
2017-12-18 ,160,4.530695455
2017-12-19 ,159,4.502378608
2017-12-20 ,155,4.389111222
2017-12-21 ,154,4.360794375
2017-12-22 ,153,4.332477529
2017-12-23 ,153,4.332477529
2017-12-24 ,142,4.020992216
2017-12-25 ,136,3.851091137
2017-12-26 ,126,3.567922671
2017-12-27 ,152,4.304160682
2017-12-28 ,156,4.417428068
2017-12-29 ,140,3.964358523
2017-12-30 ,131,3.709506904
2017-12-31 ,127,3.596239517
2018-01-01 ,119,3.369704744
2018-01-02 ,124,3.511288977
2018-01-03 ,112,3.171486818
2018-01-04 ,102,2.888318352
2018-01-05 ,112,3.171486818
2018-01-06 ,120,3.398021591
2018-01-07 ,130,3.681190057
2018-01-08 ,143,4.049309063
2018-01-09 ,140,3.964358523
2018-01-10 ,137,3.879407983
2018-01-11 ,144,4.077625909
2018-01-12 ,145,4.105942756
2018-01-13 ,140,3.964358523
2018-01-14 ,142,4.020992216
2018-01-15 ,141,3.992675369
2018-01-16 ,136,3.851091137
2018-01-17 ,131,3.709506904
2018-01-18 ,129,3.65287321
2018-01-19 ,129,3.65287321
2018-01-20 ,125,3.539605824
2018-01-21 ,119,3.369704744
2018-01-22 ,164,4.643962841
2018-01-23 ,146,4.134259602
2018-01-24 ,139,3.936041676
2018-01-25 ,142,4.020992216
2018-01-26 ,142,4.020992216
2018-01-27 ,143,4.049309063
2018-01-28 ,144,4.077625909
2018-01-29 ,146,4.134259602
2018-01-30 ,154,4.360794375
2018-01-31 ,155,4.389111222
2018-02-01 ,156,4.417428068
2018-02-02 ,151,4.275843835
2018-02-03 ,155,4.389111222
2018-02-04 ,153,4.332477529
2018-02-05 ,150,4.247526989
2018-02-06 ,149,4.219210142
2018-02-07 ,150,4.247526989
2018-02-08 ,149,4.219210142
2018-02-09 ,149,4.219210142
2018-02-10 ,144,4.077625909
2018-02-11 ,143,4.049309063
2018-02-12 ,137,3.879407983
2018-02-13 ,140,3.964358523
2018-02-14 ,143,4.049309063
2018-02-15 ,144,4.077625909
2018-02-16 ,138,3.90772483
2018-02-17 ,141,3.992675369
2018-02-18 ,142,4.020992216
2018-02-19 ,152,4.304160682
2018-02-20 ,172,4.870497614
2018-02-21 ,118,3.341387898
2018-02-22 ,120,3.398021591
2018-02-23 ,172,4.870497614
2018-02-24 ,226,6.39960733
2018-02-25 ,242,6.852676875
2018-02-26 ,242,6.852676875
2018-02-27 ,250,7.079211648
2018-02-28 ,244,6.909310568
2018-03-01 ,247,6.994261108
2018-03-02 ,243,6.880993722
2018-03-03 ,250,7.079211648
2018-03-04 ,247,6.994261108
2018-03-05 ,257,7.277429574
2018-03-06 ,253,7.164162188
2018-03-07 ,249,7.050894801
2018-03-08 ,249,7.050894801
2018-03-09 ,250,7.079211648
2018-03-10 ,249,7.050894801
2018-03-11 ,248,7.022577955
2018-03-12 ,268,7.588914887
2018-03-13 ,277,7.843766506
2018-03-14 ,274,7.758815966
2018-03-15 ,271,7.673865426
2018-03-16 ,273,7.73049912
2018-03-17 ,274,7.758815966
2018-03-18 ,272,7.702182273
2018-03-19 ,269,7.617231733
2018-03-20 ,265,7.503964347
2018-03-21 ,265,7.503964347
2018-03-22 ,257,7.277429574
2018-03-23 ,215,6.088122017
2018-03-24 ,203,5.748319858
2018-03-25 ,203,5.748319858
2018-03-26 ,197,5.578418779
2018-03-27 ,178,5.040398693
2018-03-28 ,174,4.927131307
2018-03-29 ,177,5.012081847
2018-03-30 ,176,4.983765
2018-03-31 ,190,5.380200852
2018-04-01 ,174,4.927131307
2018-04-02 ,177,5.012081847
2018-04-03 ,179,5.06871554
2018-04-04 ,189,5.351884006
2018-04-05 ,184,5.210299773
2018-04-06 ,189,5.351884006
2018-04-07 ,178,5.040398693
2018-04-08 ,172,4.870497614
2018-04-09 ,158,4.474061762
2018-04-10 ,151,4.275843835
2018-04-11 ,150,4.247526989
2018-04-12 ,153,4.332477529
2018-04-13 ,156,4.417428068
2018-04-14 ,157,4.445744915
2018-04-15 ,150,4.247526989
2018-04-16 ,153,4.332477529
2018-04-17 ,150,4.247526989
2018-04-18 ,148,4.190893296
2018-04-19 ,154,4.360794375
2018-04-20 ,152,4.304160682
2018-04-21 ,149,4.219210142
2018-04-22 ,163,4.615645994
2018-04-23 ,171,4.842180767
2018-04-24 ,168,4.757230227
2018-04-25 ,174,4.927131307
2018-04-26 ,174,4.927131307
2018-04-27 ,174,4.927131307
2018-04-28 ,171,4.842180767
2018-04-29 ,166,4.700596534
2018-04-30 ,170,4.813863921
2018-05-01 ,176,4.983765
2018-05-02 ,202,5.720003012
2018-05-03 ,205,5.804953551
2018-05-04 ,180,5.097032387
2018-05-05 ,227,6.427924176
2018-05-06 ,291,8.240202358
2018-05-07 ,293,8.296836051
2018-05-08 ,323,9.146341449
2018-05-09 ,386,10.93030278
2018-05-10 ,411,11.63822395
2018-05-11 ,444,12.57267989
2018-05-12 ,439,12.43109565
2018-05-13 ,429,12.14792719
2018-05-14 ,458,12.96911574
2018-05-15 ,435,12.31782827
2018-05-16 ,435,12.31782827
2018-05-17 ,405,11.46832287
2018-05-18 ,366,10.36396585
2018-05-19 ,350,9.910896307
2018-05-20 ,361,10.22238162
2018-05-21 ,347,9.825945767
2018-05-22 ,339,9.599410995
2018-05-23 ,345,9.769312074
2018-05-24 ,344,9.740995228
2018-05-25 ,342,9.684361534
2018-05-26 ,344,9.740995228
2018-05-27 ,343,9.712678381
2018-05-28 ,342,9.684361534
2018-05-29 ,315,8.919806676
2018-05-30 ,301,8.523370824
2018-05-31 ,290,8.211885512
2018-06-01 ,294,8.325152898
2018-06-02 ,294,8.325152898
2018-06-03 ,293,8.296836051
2018-06-04 ,261,7.390696961
2018-06-05 ,221,6.258023097
2018-06-06 ,189,5.351884006
2018-06-07 ,170,4.813863921
2018-06-08 ,165,4.672279688
2018-06-09 ,162,4.587329148
2018-06-10 ,177,5.012081847
2018-06-11 ,154,4.360794375
2018-06-12 ,150,4.247526989
2018-06-13 ,144,4.077625909
2018-06-14 ,138,3.90772483
2018-06-15 ,154,4.360794375
2018-06-16 ,176,4.983765
2018-06-17 ,157,4.445744915
2018-06-18 ,177,5.012081847
2018-06-19 ,174,4.927131307
2018-06-20 ,171,4.842180767
2018-06-21 ,163,4.615645994
2018-06-22 ,165,4.672279688
2018-06-23 ,166,4.700596534
2018-06-24 ,158,4.474061762
2018-06-25 ,150,4.247526989
2018-06-26 ,157,4.445744915
2018-06-27 ,158,4.474061762
2018-06-28 ,150,4.247526989
2018-06-29 ,146,4.134259602
2018-06-30 ,144,4.077625909
2018-07-01 ,150,4.247526989
2018-07-02 ,145,4.105942756
2018-07-03 ,143,4.049309063
2018-07-04 ,144,4.077625909
2018-07-05 ,144,4.077625909
2018-07-06 ,146,4.134259602
2018-07-07 ,147,4.162576449
2018-07-08 ,143,4.049309063
2018-07-09 ,140,3.964358523
2018-07-10 ,147,4.162576449
2018-07-11 ,148,4.190893296
2018-07-12 ,154,4.360794375
2018-07-13 ,166,4.700596534
2018-07-14 ,170,4.813863921
2018-07-15 ,162,4.587329148
2018-07-16 ,157,4.445744915
2018-07-17 ,160,4.530695455
2018-07-18 ,159,4.502378608
2018-07-19 ,161,4.559012301
2018-07-20 ,173,4.89881446
2018-07-21 ,168,4.757230227
2018-07-22 ,166,4.700596534
2018-07-23 ,162,4.587329148
2018-07-24 ,163,4.615645994
2018-07-25 ,165,4.672279688
2018-07-26 ,165,4.672279688
2018-07-27 ,165,4.672279688
2018-07-28 ,162,4.587329148
2018-07-29 ,159,4.502378608
2018-07-30 ,157,4.445744915
2018-07-31 ,157,4.445744915
2018-08-01 ,157,4.445744915
2018-08-02 ,160,4.530695455
2018-08-03 ,161,4.559012301
2018-08-04 ,157,4.445744915
2018-08-05 ,152,4.304160682
2018-08-06 ,157,4.445744915
2018-08-07 ,148,4.190893296
2018-08-08 ,146,4.134259602
2018-08-09 ,166,4.700596534
2018-08-10 ,162,4.587329148
2018-08-11 ,163,4.615645994
2018-08-12 ,162,4.587329148
2018-08-13 ,157,4.445744915
2018-08-14 ,157,4.445744915
2018-08-15 ,156,4.417428068
2018-08-16 ,164,4.643962841
2018-08-17 ,185,5.23861662
2018-08-18 ,184,5.210299773
2018-08-19 ,186,5.266933466
2018-08-20 ,234,6.626142103
2018-08-21 ,348,9.854262614
2018-08-22 ,485,13.7336706
2018-08-23 ,669,18.94397037
2018-08-24 ,728,20.61466432
2018-08-25 ,674,19.0855546
2018-08-26 ,452,12.79921466
2018-08-27 ,383,10.84535224
2018-08-28 ,389,11.01525332
2018-08-29 ,398,11.27010494
2018-08-30 ,507,14.35664122
2018-08-31 ,445,12.60099673
2018-09-01 ,368,10.42059955
2018-09-02 ,460,13.02574943
2018-09-03 ,475,13.45050213
2018-09-04 ,421,11.92139242
2018-09-05 ,401,11.35505548
2018-09-06 ,389,11.01525332
2018-09-07 ,389,11.01525332
2018-09-08 ,386,10.93030278
2018-09-09 ,381,10.78871855
2018-09-10 ,378,10.70376801
2018-09-11 ,378,10.70376801
2018-09-12 ,372,10.53386693
2018-09-13 ,368,10.42059955
2018-09-14 ,365,10.33564901
2018-09-15 ,362,10.25069847
2018-09-16 ,361,10.22238162
2018-09-17 ,358,10.13743108
2018-09-18 ,364,10.30733216
2018-09-19 ,362,10.25069847
2018-09-20 ,362,10.25069847
2018-09-21 ,365,10.33564901
2018-09-22 ,363,10.27901531
2018-09-23 ,362,10.25069847
2018-09-24 ,360,10.19406477
2018-09-25 ,366,10.36396585
2018-09-26 ,360,10.19406477
2018-09-27 ,359,10.16574793
2018-09-28 ,355,10.05248054
2018-09-29 ,358,10.13743108
2018-09-30 ,362,10.25069847
2018-10-01 ,389,11.01525332
2018-10-02 ,364,10.30733216
2018-10-03 ,368,10.42059955
2018-10-04 ,372,10.53386693
2018-10-05 ,377,10.67545117
2018-10-06 ,388,10.98693648
2018-10-07 ,393,11.12852071
2018-10-08 ,399,11.29842179
2018-10-09 ,410,11.6099071
2018-10-10 ,429,12.14792719
2018-10-11 ,409,11.58159026
2018-10-12 ,420,11.89307557
2018-10-13 ,431,12.20456088
2018-10-14 ,438,12.40277881
2018-10-15 ,441,12.48772935
2018-10-16 ,442,12.51604619
2018-10-17 ,449,12.71426412
2018-10-18 ,441,12.48772935
2018-10-19 ,435,12.31782827
2018-10-20 ,440,12.4594125
2018-10-21 ,436,12.34614511
2018-10-22 ,438,12.40277881
2018-10-23 ,437,12.37446196
2018-10-24 ,437,12.37446196
2018-10-25 ,447,12.65763043
2018-10-26 ,451,12.77089781
2018-10-27 ,450,12.74258097
2018-10-28 ,449,12.71426412
2018-10-29 ,448,12.68594727
2018-10-30 ,448,12.68594727
2018-10-31 ,447,12.65763043
2018-11-01 ,445,12.60099673
2018-11-02 ,442,12.51604619
2018-11-03 ,438,12.40277881
2018-11-04 ,443,12.54436304
2018-11-05 ,451,12.77089781
2018-11-06 ,460,13.02574943
2018-11-07 ,458,12.96911574
2018-11-08 ,456,12.91248205
2018-11-09 ,453,12.82753151
2018-11-10 ,451,12.77089781
2018-11-11 ,448,12.68594727
2018-11-12 ,447,12.65763043
2018-11-13 ,442,12.51604619
2018-11-14 ,439,12.43109565
2018-11-15 ,436,12.34614511
2018-11-16 ,435,12.31782827
2018-11-17 ,433,12.26119457
2018-11-18 ,429,12.14792719
2018-11-19 ,418,11.83644188
2018-11-20 ,406,11.49663972
2018-11-21 ,371,10.50555009
2018-11-22 ,349,9.882579461
2018-11-23 ,353,9.995846847
2018-11-24 ,360,10.19406477
2018-11-25 ,357,10.10911423
2018-11-26 ,353,9.995846847
2018-11-27 ,350,9.910896307
2018-11-28 ,346,9.797628921
2018-11-29 ,341,9.656044688
2018-11-30 ,348,9.854262614
2018-12-01 ,351,9.939213154
2018-12-02 ,352,9.96753
2018-12-03 ,351,9.939213154
2018-12-04 ,349,9.882579461
2018-12-05 ,322,9.118024603
2018-12-06 ,293,8.296836051
2018-12-07 ,279,7.900400199
2018-12-08 ,244,6.909310568
2018-12-09 ,270,7.64554858
2018-12-10 ,280,7.928717046
2018-12-11 ,285,8.070301279
2018-12-12 ,288,8.155251818
2018-12-13 ,276,7.815449659
2018-12-14 ,262,7.419013807
2018-12-15 ,265,7.503964347
2018-12-16 ,265,7.503964347
2018-12-17 ,270,7.64554858
2018-12-18 ,270,7.64554858
2018-12-19 ,272,7.702182273
2018-12-20 ,273,7.73049912
2018-12-21 ,261,7.390696961
2018-12-22 ,249,7.050894801
2018-12-23 ,255,7.220795881
2018-12-24 ,255,7.220795881
2018-12-25 ,250,7.079211648
2018-12-26 ,254,7.192479034
2018-12-27 ,287,8.126934972
2018-12-28 ,269,7.617231733
2018-12-29 ,260,7.362380114
2018-12-30 ,256,7.249112728
2018-12-31 ,268,7.588914887
2019-01-01 ,257,7.277429574
2019-01-02 ,248,7.022577955
2019-01-03 ,187,5.295250313
2019-01-04 ,254,7.192479034
2019-01-05 ,259,7.334063267
2019-01-06 ,261,7.390696961
2019-01-07 ,313,8.863172983
2019-01-08 ,288,8.155251818
2019-01-09 ,206,5.833270398
2019-01-10 ,259,7.334063267
2019-01-11 ,244,6.909310568
2019-01-12 ,217,6.14475571
2019-01-13 ,235,6.654458949
2019-01-14 ,234,6.626142103
2019-01-15 ,228,6.456241023
2019-01-16 ,239,6.767726335
2019-01-17 ,230,6.512874716
2019-01-18 ,243,6.880993722
2019-01-19 ,243,6.880993722
2019-01-20 ,247,6.994261108
2019-01-21 ,248,7.022577955
2019-01-22 ,256,7.249112728
2019-01-23 ,263,7.447330654
2019-01-24 ,248,7.022577955
2019-01-25 ,238,6.739409489
2019-01-26 ,228,6.456241023
2019-01-27 ,232,6.569508409
2019-01-28 ,227,6.427924176
2019-01-29 ,215,6.088122017
2019-01-30 ,193,5.465151392
2019-01-31 ,205,5.804953551
2019-02-01 ,189,5.351884006
2019-02-02 ,188,5.323567159
2019-02-03 ,233,6.597825256
2019-02-04 ,252,7.135845341
2019-02-05 ,242,6.852676875
2019-02-06 ,231,6.541191563
2019-02-07 ,245,6.937627415
2019-02-08 ,235,6.654458949
2019-02-09 ,219,6.201389404
2019-02-10 ,241,6.824360029
2019-02-11 ,249,7.050894801
2019-02-12 ,274,7.758815966
2019-02-13 ,251,7.107528495
2019-02-14 ,246,6.965944262
2019-02-15 ,239,6.767726335
2019-02-16 ,244,6.909310568
2019-02-17 ,273,7.73049912
2019-02-18 ,260,7.362380114
2019-02-19 ,245,6.937627415
2019-02-20 ,248,7.022577955
2019-02-21 ,254,7.192479034
2019-02-22 ,259,7.334063267
2019-02-23 ,281,7.957033892
2019-02-24 ,271,7.673865426
2019-02-25 ,262,7.419013807
2019-02-26 ,273,7.73049912
2019-02-27 ,261,7.390696961
2019-02-28 ,246,6.965944262
2019-03-01 ,237,6.711092642
2019-03-02 ,238,6.739409489
2019-03-03 ,238,6.739409489
2019-03-04 ,232,6.569508409
2019-03-05 ,238,6.739409489
2019-03-06 ,232,6.569508409
2019-03-07 ,236,6.682775796
2019-03-08 ,245,6.937627415
2019-03-09 ,250,7.079211648
2019-03-10 ,241,6.824360029
2019-03-11 ,232,6.569508409
2019-03-12 ,232,6.569508409
2019-03-13 ,278,7.872083353
2019-03-14 ,276,7.815449659
2019-03-15 ,248,7.022577955
2019-03-16 ,336,9.514460455
2019-03-17 ,463,13.11069997
2019-03-18 ,535,15.14951293
2019-03-19 ,544,15.40436455
2019-03-20 ,541,15.31941401
2019-03-21 ,537,15.20614662
2019-03-22 ,538,15.23446347
2019-03-23 ,540,15.29109716
2019-03-24 ,537,15.20614662
2019-03-25 ,536,15.17782977
2019-03-26 ,538,15.23446347
2019-03-27 ,538,15.23446347
2019-03-28 ,525,14.86634446
2019-03-29 ,521,14.75307707
2019-03-30 ,516,14.61149284
2019-03-31 ,509,14.41327492
2019-04-01 ,497,14.07347276
2019-04-02 ,486,13.76198744
2019-04-03 ,487,13.79030429
2019-04-04 ,460,13.02574943
2019-04-05 ,434,12.28951142
2019-04-06 ,429,12.14792719
2019-04-07 ,429,12.14792719
2019-04-08 ,430,12.17624403
2019-04-09 ,434,12.28951142
2019-04-10 ,424,12.00634296
2019-04-11 ,436,12.34614511
2019-04-12 ,428,12.11961034
2019-04-13 ,417,11.80812503
2019-04-14 ,408,11.55327341
2019-04-15 ,386,10.93030278
2019-04-16 ,374,10.59050063
2019-04-17 ,368,10.42059955
2019-04-18 ,370,10.47723324
2019-04-19 ,358,10.13743108
2019-04-20 ,353,9.995846847
2019-04-21 ,342,9.684361534
2019-04-22 ,368,10.42059955
2019-04-23 ,349,9.882579461
2019-04-24 ,330,9.344559375
2019-04-25 ,353,9.995846847
2019-04-26 ,359,10.16574793
2019-04-27 ,331,9.372876222
2019-04-28 ,317,8.97644037
2019-04-29 ,314,8.89148983
2019-04-30 ,329,9.316242529
2019-05-01 ,331,9.372876222
2019-05-02 ,330,9.344559375
2019-05-03 ,331,9.372876222
2019-05-04 ,332,9.401193069
2019-05-05 ,348,9.854262614
2019-05-06 ,352,9.96753
2019-05-07 ,347,9.825945767
2019-05-08 ,360,10.19406477
2019-05-09 ,355,10.05248054
2019-05-10 ,351,9.939213154
2019-05-11 ,350,9.910896307
2019-05-12 ,346,9.797628921
2019-05-13 ,346,9.797628921
2019-05-14 ,321,9.089707756
2019-05-15 ,307,8.693271904
2019-05-16 ,322,9.118024603
2019-05-17 ,315,8.919806676
2019-05-18 ,298,8.438420284
2019-05-19 ,315,8.919806676
2019-05-20 ,306,8.664955057
2019-05-21 ,302,8.551687671
2019-05-22 ,281,7.957033892
2019-05-23 ,256,7.249112728
2019-05-24 ,274,7.758815966
2019-05-25 ,294,8.325152898
2019-05-26 ,275,7.787132813
2019-05-27 ,254,7.192479034
2019-05-28 ,239,6.767726335
2019-05-29 ,235,6.654458949
2019-05-30 ,254,7.192479034
2019-05-31 ,264,7.4756475
2019-06-01 ,259,7.334063267
2019-06-02 ,269,7.617231733
2019-06-03 ,257,7.277429574
2019-06-04 ,260,7.362380114
2019-06-05 ,255,7.220795881
2019-06-06 ,254,7.192479034
2019-06-07 ,250,7.079211648
2019-06-08 ,235,6.654458949
2019-06-09 ,234,6.626142103
2019-06-10 ,256,7.249112728
2019-06-11 ,243,6.880993722
2019-06-12 ,242,6.852676875
2019-06-13 ,246,6.965944262
2019-06-14 ,230,6.512874716
2019-06-15 ,218,6.173072557
2019-06-16 ,209,5.918220938
2019-06-17 ,198,5.606735625
2019-06-18 ,215,6.088122017
2019-06-19 ,213,6.031488324
2019-06-20 ,212,6.003171478
2019-06-21 ,204,5.776636705
2019-06-22 ,198,5.606735625
2019-06-23 ,189,5.351884006
2019-06-24 ,218,6.173072557
2019-06-25 ,231,6.541191563
2019-06-26 ,234,6.626142103
2019-06-27 ,230,6.512874716
2019-06-28 ,241,6.824360029
2019-06-29 ,229,6.48455787
2019-06-30 ,239,6.767726335
2019-07-01 ,228,6.456241023
2019-07-02 ,233,6.597825256
2019-07-03 ,251,7.107528495
2019-07-04 ,245,6.937627415
2019-07-05 ,228,6.456241023
2019-07-06 ,237,6.711092642
2019-07-07 ,215,6.088122017
2019-07-08 ,214,6.059805171
2019-07-09 ,233,6.597825256
2019-07-10 ,226,6.39960733
2019-07-11 ,224,6.342973637
2019-07-12 ,213,6.031488324
2019-07-13 ,204,5.776636705
2019-07-14 ,192,5.436834546
2019-07-15 ,181,5.125349233
2019-07-16 ,181,5.125349233
2019-07-17 ,184,5.210299773
2019-07-18 ,210,5.946537784
2019-07-19 ,217,6.14475571
2019-07-20 ,211,5.974854631
2019-07-21 ,210,5.946537784
2019-07-22 ,205,5.804953551
2019-07-23 ,202,5.720003012
2019-07-24 ,203,5.748319858
2019-07-25 ,201,5.691686165
2019-07-26 ,202,5.720003012
2019-07-27 ,204,5.776636705
2019-07-28 ,202,5.720003012
2019-07-29 ,199,5.635052472
2019-07-30 ,201,5.691686165
2019-07-31 ,204,5.776636705
2019-08-01 ,211,5.974854631
2019-08-02 ,216,6.116438864
2019-08-03 ,214,6.059805171
2019-08-04 ,212,6.003171478
