Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms,Discharge_Scaled
2002-09-24,49.1,1.390357168,2.780714335
2002-09-25,42.6,1.206297665,2.41259533
2002-09-26,51,1.444159176,2.888318352
2002-09-27,20.4,0.57766367,1.155327341
2002-09-28,35.2,0.996753,1.993506
2002-09-29,20,0.566336932,1.132673864
2002-09-30,12.8,0.362455636,0.724911273
2002-10-01,71.3,2.018991162,4.037982324
2002-10-02,69.5,1.968020838,3.936041676
2002-10-03,30.7,0.86932719,1.738654381
2002-10-04,48.1,1.362040321,2.724080642
2002-10-05,134,3.794457443,7.588914887
2002-10-06,47.6,1.347881898,2.695763796
2002-10-07,69.3,1.962357469,3.924714938
2002-10-08,55.4,1.568753301,3.137506602
2002-10-09,51.3,1.45265423,2.90530846
2002-10-10,43.1,1.220456088,2.440912176
2002-10-11,44.1,1.248772935,2.497545869
2002-10-12,45.4,1.285584835,2.571169671
2002-10-13,48.3,1.36770369,2.735407381
2002-10-14,22.4,0.634297364,1.268594727
2002-10-15,69.9,1.979347577,3.958695154
2002-10-16,39.4,1.115683756,2.231367511
2002-10-17,44.2,1.251604619,2.503209239
2002-10-18,27.2,0.770218227,1.540436455
2002-10-19,75.5,2.137921918,4.275843835
2002-10-20,57.6,1.631050364,3.262100727
2002-10-21,44.1,1.248772935,2.497545869
2002-10-22,63.5,1.798119759,3.596239517
2002-10-23,34.8,0.985426261,1.970852523
2002-10-24,39.9,1.129842179,2.259684358
2002-10-25,46.7,1.322396736,2.644793472
2002-10-26,53.4,1.512119608,3.024239216
2002-10-27,60.8,1.721664273,3.443328546
2002-10-28,58.9,1.667862264,3.335724529
2002-10-29,58.7,1.662198895,3.32439779
2002-10-30,44.7,1.265763043,2.531526085
2002-10-31,46.7,1.322396736,2.644793472
2002-11-01,40.7,1.152495656,2.304991313
2002-11-02,71.9,2.03598127,4.07196254
2002-11-03,40.6,1.149663972,2.299327943
2002-11-04,70.4,1.993506,3.987012
2002-11-05,56.3,1.594238463,3.188476926
2002-11-06,58.7,1.662198895,3.32439779
2002-11-07,10.4,0.294495205,0.588990409
2002-11-08,95.2,2.695763796,5.391527591
2002-11-09,47.9,1.356376952,2.712753904
2002-11-10,63.9,1.809446497,3.618892994
2002-11-11,87.4,2.474892392,4.949784784
2002-11-12,72.7,2.058634747,4.117269494
2002-11-13,57.7,1.633882048,3.267764097
2002-11-14,88.5,2.506040923,5.012081847
2002-11-15,57.1,1.61689194,3.233783881
2002-11-16,51.7,1.463980969,2.927961938
2002-11-17,46.3,1.311069997,2.622139994
2002-11-18,52.6,1.489466131,2.978932261
2002-11-19,54,1.529109716,3.058219432
2002-11-20,59.4,1.682020688,3.364041375
2002-11-21,58.6,1.65936721,3.318734421
2002-11-22,36.2,1.025069847,2.050139693
2002-11-23,58.4,1.653703841,3.307407682
2002-11-24,58.2,1.648040472,3.296080943
2002-11-25,47.5,1.345050213,2.690100426
2002-11-26,46.2,1.308238313,2.616476625
2002-11-27,41.6,1.177980818,2.355961636
2002-11-28,35.7,1.010911423,2.021822847
2002-11-29,60,1.699010796,3.398021591
2002-11-30,54.3,1.53760477,3.07520954
2002-12-01,39.5,1.11851544,2.237030881
2002-12-02,49.5,1.401683906,2.803367813
2002-12-03,28.8,0.815525182,1.631050364
2002-12-04,35.3,0.999584685,1.999169369
2002-12-05,38.3,1.084535224,2.169070449
2002-12-06,32.4,0.91746583,1.834931659
2002-12-07,46.5,1.316733367,2.633466733
2002-12-08,36.4,1.030733216,2.061466432
2002-12-09,31.6,0.894812352,1.789624705
2002-12-10,41.9,1.186475872,2.372951744
2002-12-11,39.8,1.127010494,2.254020989
2002-12-12,44.7,1.265763043,2.531526085
2002-12-13,48.6,1.376198744,2.752397489
2002-12-14,43.7,1.237446196,2.474892392
2002-12-15,63.6,1.800951443,3.601902887
2002-12-16,38.6,1.093030278,2.186060557
2002-12-17,46.5,1.316733367,2.633466733
2002-12-18,61.1,1.730159327,3.460318654
2002-12-19,75.5,2.137921918,4.275843835
2002-12-20,53.1,1.503624554,3.007249108
2002-12-21,57.9,1.639545418,3.279090835
2002-12-22,33.8,0.957109415,1.91421883
2002-12-23,46.7,1.322396736,2.644793472
2002-12-24,43.1,1.220456088,2.440912176
2002-12-25,43.4,1.228951142,2.457902284
2002-12-26,40.9,1.158159026,2.316318051
2002-12-27,42.1,1.192139242,2.384278483
2002-12-28,54.6,1.546099824,3.092199648
2002-12-29,51.9,1.469644338,2.939288676
2002-12-30,49.5,1.401683906,2.803367813
2002-12-31,52,1.472476023,2.944952046
2003-01-01,41.2,1.16665408,2.333308159
2003-01-02,41.1,1.163822395,2.32764479
2003-01-03,38.1,1.078871855,2.15774371
2003-01-04,43.3,1.226119457,2.452238915
2003-01-05,48.9,1.384693798,2.769387597
2003-01-06,40.9,1.158159026,2.316318051
2003-01-07,46.5,1.316733367,2.633466733
2003-01-08,43.3,1.226119457,2.452238915
2003-01-09,46.1,1.305406628,2.610813256
2003-01-10,30.8,0.872158875,1.74431775
2003-01-11,30.7,0.86932719,1.738654381
2003-01-12,41.4,1.172317449,2.344634898
2003-01-13,38.7,1.095861963,2.191723926
2003-01-14,32.2,0.91180246,1.823604921
2003-01-15,29.7,0.841010344,1.682020688
2003-01-16,39.6,1.121347125,2.24269425
2003-01-17,32.9,0.931624253,1.863248506
2003-01-18,34.9,0.988257946,1.976515892
2003-01-19,28.6,0.809861813,1.619723625
